iter	RMSE
451	14.31058613
452	14.30557765
453	14.29961485
454	14.29208796
455	14.2858631
456	14.28085636
457	14.27747954
458	14.27150081
459	14.26636912
460	14.26197553
461	14.25424064
462	14.24755542
463	14.23990689
464	14.2316794
465	14.22562464
466	14.22037136
467	14.21455285
468	14.2093449
469	14.20346737
470	14.19916499
471	14.19245628
472	14.18631224
473	14.18010486
474	14.17506906
475	14.17078948
476	14.16597451
477	14.1609473
478	14.1544228
479	14.15055039
480	14.14545865
481	14.14124333
482	14.13628077
483	14.13381668
484	14.13118662
485	14.12429361
486	14.11882108
487	14.11183299
488	14.10664564
489	14.10089232
490	14.09413458
491	14.08698739
492	14.08149124
493	14.07494168
494	14.07217224
495	14.06677025
496	14.06291983
497	14.05731675
498	14.05182904
499	14.04445692
500	14.03878876
501	14.0328046
502	14.02616812
503	14.0218541
504	14.01694066
505	14.01319875
506	14.00876174
507	14.00527936
508	13.9997616
509	13.99502397
510	13.99056573
511	13.98314614
512	13.97718617
513	13.97309114
514	13.96838317
515	13.9651179
516	13.95995458
517	13.95591408
518	13.94936618
519	13.94156388
520	13.93662948
521	13.93169343
522	13.92372359
523	13.91659136
524	13.90795956
525	13.90428821
526	13.89749195
527	13.89247877
528	13.88806938
529	13.88430461
530	13.87893559
531	13.87488662
532	13.86926048
533	13.86491164
534	13.86121862
535	13.85693838
536	13.85324356
537	13.84837517
538	13.84460834
539	13.8413546
540	13.83286308
541	13.82531787
542	13.82166817
543	13.81332793
544	13.80912475
545	13.8049856
546	13.80142604
547	13.79648316
548	13.79213922
549	13.78683632
550	13.77964756
551	13.77345106
552	13.76920493
553	13.76698146
554	13.7622815
555	13.75528124
556	13.74957203
557	13.74444136
558	13.73593932
559	13.73263264
560	13.72793605
561	13.72136777
562	13.71770894
563	13.71404245
564	13.70578058
565	13.70182127
566	13.69716221
567	13.69315793
568	13.68771891
569	13.68354766
570	13.67951537
571	13.67180213
572	13.66671562
573	13.66150913
574	13.65526537
575	13.65012497
576	13.64409696
577	13.63949259
578	13.6367345
579	13.63178344
580	13.62862741
581	13.62446566
582	13.62123254
583	13.61799493
584	13.61266105
585	13.60769697
586	13.60303139
587	13.60013376
588	13.59500849
589	13.58593742
590	13.58019392
591	13.57756069
592	13.57507719
593	13.57029859
594	13.56452185
595	13.55983409
596	13.55324424
597	13.54905659
598	13.54304088
599	13.54003081
600	13.53557811
601	13.52966867
602	13.52224531
603	13.51797598
604	13.51187354
605	13.50881338
606	13.50389702
607	13.50040686
608	13.49659187
609	13.48946781
610	13.48427859
611	13.4796245
612	13.47393082
613	13.47163456
614	13.46287775
615	13.45934481
616	13.45321741
617	13.44720934
618	13.44157518
619	13.43458007
620	13.43030937
621	13.4245824
622	13.41803545
623	13.4142226
624	13.41093095
625	13.40505797
626	13.40060653
627	13.39501596
628	13.39100735
629	13.38630571
630	13.37808785
631	13.37086515
632	13.36741688
633	13.36104682
634	13.3545671
635	13.35015256
636	13.34647761
637	13.33988897
638	13.33603308
639	13.33263337
640	13.32946001
641	13.3271082
642	13.32353422
643	13.31738309
644	13.3125631
645	13.30636231
646	13.29909598
647	13.29480426
648	13.29182348
649	13.28633173
650	13.28215687
651	13.27596078
652	13.26997748
653	13.26687659
654	13.26134844
655	13.25509953
656	13.25208856
657	13.24621037
658	13.24240797
659	13.23812521
660	13.23337001
661	13.22967408
662	13.2244197
663	13.2211045
664	13.21733053
665	13.2142585
666	13.20982089
667	13.20544723
668	13.201802
669	13.19565401
670	13.18641191
671	13.18226086
672	13.177594
673	13.17360342
674	13.16932955
675	13.16569716
676	13.15799747
677	13.15405224
678	13.14733554
679	13.14005904
680	13.13492714
681	13.13020386
682	13.12496336
683	13.12151275
684	13.11656914
685	13.11243082
686	13.10924563
687	13.10424365
688	13.09809251
689	13.09298018
690	13.08794398
691	13.08280219
692	13.07831792
693	13.07462701
694	13.0696454
695	13.06675495
696	13.06029452
697	13.05581821
698	13.05071853
699	13.04300259
700	13.04110296
701	13.03472406
702	13.03116551
703	13.02556443
704	13.02155894
705	13.01842441
706	13.01342463
707	13.00769612
708	13.00340161
709	12.99645684
710	12.99247864
711	12.98765453
712	12.98339669
713	12.97886138
714	12.97271699
715	12.96880822
716	12.96367194
717	12.96012924
718	12.95607172
719	12.95231205
720	12.94846079
721	12.94599521
722	12.94318218
723	12.93859402
724	12.93378229
725	12.93136122
726	12.92622776
727	12.92346039
728	12.92045804
729	12.91804647
730	12.91138039
731	12.908627
732	12.90520909
733	12.90102632
734	12.89678251
735	12.89321218
736	12.88997865
737	12.88632203
738	12.88426695
739	12.8797707
740	12.87450325
741	12.87077973
742	12.86754638
743	12.86464511
744	12.86181232
745	12.85563421
746	12.85037267
747	12.84631826
748	12.84157888
749	12.83686167
750	12.83386339
751	12.82671689
752	12.82414493
753	12.8208492
754	12.81695093
755	12.81230219
756	12.80980017
757	12.80564416
758	12.80257356
759	12.7991851
760	12.79536733
761	12.78990632
762	12.78258958
763	12.77938722
764	12.77536744
765	12.7722178
766	12.7691191
767	12.7649814
768	12.76065965
769	12.75746196
770	12.75395069
771	12.75075163
772	12.74563594
773	12.74115722
774	12.73606202
775	12.73169068
776	12.72771154
777	12.72449807
778	12.72041078
779	12.71405831
780	12.71011765
781	12.70533905
782	12.70257331
783	12.6966066
784	12.69292311
785	12.68957797
786	12.67996379
787	12.67650758
788	12.67386186
789	12.66718371
790	12.66272578
791	12.65773627
792	12.65282822
793	12.65078377
794	12.64717891
795	12.64387711
796	12.64018104
797	12.63523088
798	12.63257198
799	12.63026105
800	12.62590492
801	12.62138072
802	12.61765485
803	12.61355356
804	12.60743218
805	12.60387146
806	12.60051156
807	12.59536761
808	12.59092935
809	12.58701472
810	12.5824468
811	12.57981621
812	12.57609236
813	12.57101277
814	12.56600545
815	12.56257777
816	12.55882125
817	12.55358774
818	12.54831353
819	12.543746
820	12.53935164
821	12.53574979
822	12.53198765
823	12.52629756
824	12.52277323
825	12.51882649
826	12.51413602
827	12.51121184
828	12.50851386
829	12.50503214
830	12.50081205
831	12.49433034
832	12.4886924
833	12.48429542
834	12.48177494
835	12.47900187
836	12.47515239
837	12.47113289
838	12.46625098
839	12.45958616
840	12.45737972
841	12.45496528
842	12.44917133
843	12.4431231
844	12.43968644
845	12.43625829
846	12.43335784
847	12.4295606
848	12.42467424
849	12.42190001
850	12.41681857
851	12.41210725
852	12.40941234
853	12.40544061
854	12.40131986
855	12.39676131
856	12.39286133
857	12.38827296
858	12.38595513
859	12.38262752
860	12.37907524
861	12.37689877
862	12.37304281
863	12.36953371
864	12.36580507
865	12.36256706
866	12.35649176
867	12.3528354
868	12.34857684
869	12.34429896
870	12.34207673
871	12.33931426
872	12.33668493
873	12.33171498
874	12.32875851
875	12.32335134
876	12.31931831
877	12.31640846
878	12.3123184
879	12.30910126
880	12.30660591
881	12.30435603
882	12.300925
883	12.29645676
884	12.29065749
885	12.28794341
886	12.28337799
887	12.27936792
888	12.27561236
889	12.27069261
890	12.26715667
891	12.26399069
892	12.25723014
893	12.25415498
894	12.2496138
895	12.24538429
896	12.24127351
897	12.23826488
898	12.23291655
899	12.23012203
900	12.22773125
901	12.22444591
902	12.22213865
903	12.21952171
904	12.21640446
905	12.21296298
906	12.2086096
907	12.20507343
908	12.20153008
909	12.19945011
910	12.19618693
911	12.1933424
912	12.19097983
913	12.18814888
914	12.18406106
915	12.18240596
916	12.18001606
917	12.17680705
918	12.17376588
919	12.17163291
920	12.16611623
921	12.16301311
922	12.16044689
923	12.15597058
924	12.15196248
925	12.1485786
926	12.14419185
927	12.14052556
928	12.13681616
929	12.13373999
930	12.13099208
931	12.12812833
932	12.1255297
933	12.12296622
934	12.11867192
935	12.11437027
936	12.11141523
937	12.10837603
938	12.10540872
939	12.10249159
940	12.09909952
941	12.09615962
942	12.09302711
943	12.08807676
944	12.08406606
945	12.07989538
946	12.074379
947	12.06939037
948	12.06691482
949	12.06431488
950	12.06031256
951	12.05834722
952	12.05522154
953	12.05189215
954	12.04763618
955	12.04345071
956	12.04015431
957	12.03723892
958	12.03493167
959	12.03221855
960	12.03004009
961	12.0240889
962	12.02168246
963	12.01888243
964	12.01494793
965	12.01227928
966	12.00992869
967	12.00730099
968	12.00362244
969	11.99917106
970	11.99617067
971	11.99275193
972	11.98885955
973	11.98625616
974	11.9827498
975	11.97960113
976	11.97663189
977	11.97309644
978	11.96794011
979	11.96297446
980	11.95945354
981	11.9570788
982	11.95223583
983	11.94961036
984	11.94488326
985	11.94308283
986	11.93979305
987	11.935632
988	11.93174582
989	11.92958073
990	11.92454104
991	11.91979403
992	11.91713407
993	11.91353592
994	11.91020753
995	11.90682795
996	11.90296734
997	11.90023726
998	11.89825597
999	11.89539111
